order_number,producto_id,cliente_id,fecha_id,geografia_id,quantity_ordered,price_each,sales,status
10149,19,35,20030912,149,50,100.0,5907.5,Shipped
10162,19,12,20031018,149,48,91.44,4389.12,Shipped
10173,19,34,20031105,2,43,100.0,5036.16,Shipped
10182,19,97,20031112,149,25,87.33,2183.25,Shipped
10193,19,37,20031121,82,28,100.0,3106.88,Shipped
10205,19,91,20031203,75,36,100.0,3735.72,Shipped
10215,19,86,20040129,149,27,89.38,2413.26,Shipped
10227,19,50,20040302,27,25,100.0,2953.75,Shipped
10244,19,70,20040429,75,40,100.0,4684.8,Shipped
10256,19,46,20040608,224,34,95.55,3248.7,Shipped
10280,19,76,20040817,2,50,100.0,5239.5,Shipped
10289,19,27,20040903,70,38,100.0,4567.98,Shipped
10304,19,36,20041011,27,37,95.55,3535.35,Shipped
10312,19,7,20041021,149,43,89.38,3843.34,Shipped
10322,19,98,20041104,149,43,86.3,3710.9,Shipped
10332,19,77,20041117,87,46,95.13,4375.98,Shipped
10346,19,97,20041129,149,42,36.11,1516.62,Shipped
10356,19,24,20041209,27,50,50.18,2509.0,Shipped
10369,19,78,20050120,149,44,100.0,9240.44,Shipped
10380,19,27,20050216,75,27,93.16,2515.32,Shipped
10391,19,20,20050309,82,35,100.0,5548.9,Shipped
10422,19,78,20050530,149,51,95.55,4873.05,In Process
10102,20,61,20030110,149,41,50.14,2055.74,Shipped
10111,20,37,20030325,149,48,49.06,2354.88,Shipped
10126,20,55,20030528,75,42,54.99,2309.58,Shipped
10139,20,9,20030716,82,49,43.13,2113.37,Shipped
10149,20,35,20030912,149,30,58.22,1746.6,Shipped
10162,20,12,20031018,149,45,51.21,2304.45,Shipped
10173,20,34,20031105,2,48,44.21,2122.08,Shipped
10182,20,97,20031112,149,32,54.45,1742.4,Shipped
10193,20,37,20031121,82,46,53.37,2455.02,Shipped
10205,20,91,20031203,75,48,63.61,3053.28,Shipped
10215,20,86,20040129,149,33,43.13,1423.29,Shipped
10227,20,50,20040302,27,31,48.52,1504.12,Shipped
10244,20,70,20040429,75,20,58.22,1164.4,Shipped
10256,20,46,20040608,224,29,51.75,1500.75,Shipped
10280,20,76,20040817,2,27,57.68,1557.36,Shipped
10289,20,27,20040903,70,24,56.07,1345.68,Shipped
10304,20,36,20041011,27,37,48.52,1795.24,Shipped
10312,20,7,20041021,149,25,44.21,1105.25,Shipped
10322,20,98,20041104,149,41,57.68,2364.88,Shipped
10332,20,77,20041117,87,27,89.89,2427.03,Shipped
10347,20,90,20041129,82,21,58.95,1237.95,Shipped
10356,20,24,20041209,27,22,72.41,1593.02,Shipped
10369,20,78,20050120,149,32,98.63,3156.16,Shipped
10381,20,76,20050217,149,25,52.83,1320.75,Shipped
10391,20,20,20050309,82,42,100.0,4998.0,Shipped
10422,20,78,20050530,149,25,51.75,1293.75,In Process
10110,21,27,20030318,87,37,100.0,5433.08,Shipped
10123,21,72,20030520,27,26,100.0,3073.72,Shipped
10137,21,79,20030710,27,44,99.55,4380.2,Shipped
10148,21,51,20030911,82,47,100.0,5848.68,Shipped
10161,21,94,20031017,224,43,100.0,6153.73,Shipped
10172,21,45,20031105,149,42,100.0,4965.24,Shipped
10181,21,48,20031112,70,42,100.0,5435.64,Shipped
10192,21,78,20031120,149,29,100.0,4258.36,Shipped
10204,21,50,20031202,149,40,100.0,4032.0,Shipped
10212,21,56,20040116,75,38,100.0,4492.36,Shipped
10226,21,74,20040226,149,38,100.0,4161.38,Shipped
10241,21,28,20040413,27,21,100.0,2508.66,Shipped
10253,21,46,20040601,87,24,100.0,3374.88,Cancelled
10266,21,51,20040706,2,36,100.0,5196.6,Shipped
10278,21,50,20040806,149,23,100.0,2604.52,Shipped
10288,21,8,20040901,246,20,100.0,2936.8,Shipped
10301,21,45,20031005,70,32,100.0,3424.64,Shipped
10311,21,10,20041016,75,29,100.0,2923.2,Shipped
10321,21,47,20041104,149,44,100.0,4489.76,Shipped
10331,21,17,20041117,149,44,100.0,4849.24,Shipped
10343,21,45,20041124,27,36,100.0,5848.92,Shipped
10367,21,91,20050112,149,49,56.3,2758.7,Resolved
10378,21,13,20050210,75,34,42.64,1449.76,Shipped
10407,21,46,20050422,149,59,100.0,7048.14,On Hold
10419,21,66,20050517,226,37,100.0,5202.94,Shipped
10106,22,71,20030217,2,36,100.0,5279.4,Shipped
10119,22,42,20030428,226,43,100.0,6916.12,Shipped
10131,22,21,20030616,149,21,100.0,2781.66,Shipped
10143,22,91,20030810,149,32,100.0,5248.0,Shipped
10155,22,38,20031006,12,38,100.0,6531.44,Shipped
10167,22,8,20031023,184,43,100.0,5763.72,Cancelled
10178,22,47,20031108,27,42,100.0,6490.68,Shipped
10186,22,80,20031114,87,32,100.0,6004.8,Shipped
10198,22,73,20031127,166,42,100.0,7483.98,Shipped
10210,22,5,20040112,22,31,100.0,5719.5,Shipped
10222,22,13,20040219,149,49,100.0,6954.08,Shipped
10250,22,31,20040511,149,45,100.0,8160.3,Shipped
10262,22,81,20040624,75,49,100.0,6567.96,Cancelled
10274,22,58,20040721,149,41,100.0,6724.0,Shipped
10284,22,55,20040821,70,45,100.0,5747.85,Shipped
10296,22,18,20040915,202,36,100.0,5676.84,Shipped
10307,22,67,20041014,149,39,100.0,7379.97,Shipped
10316,22,95,20041101,87,27,100.0,3704.13,Shipped
10327,22,47,20041110,224,25,100.0,2804.75,Resolved
10338,22,86,20041122,24,41,100.0,5624.79,Shipped
10351,22,2,20041203,87,39,99.52,3881.28,Shipped
10373,22,71,20050131,12,28,57.55,1611.4,Shipped
10386,22,76,20050301,75,25,54.57,1364.25,Resolved
10398,22,50,20050330,27,33,100.0,4215.09,Shipped
10400,22,77,20050401,149,34,100.0,6433.82,Shipped
10416,22,72,20050510,2,24,100.0,4352.16,Shipped
10100,23,67,20030106,149,30,100.0,5151.0,Shipped
10110,23,27,20030318,87,42,100.0,6069.0,Shipped
10124,23,44,20030521,149,21,100.0,2856.0,Shipped
10149,23,35,20030912,149,34,100.0,5375.4,Shipped
10162,23,12,20031018,149,29,100.0,5176.5,Shipped
10173,23,34,20031105,2,24,100.0,3508.8,Shipped
10182,23,97,20031112,149,44,100.0,7554.8,Shipped
10193,23,37,20031121,82,21,100.0,3141.6,Shipped
10204,23,50,20031202,149,33,100.0,5890.5,Shipped
10214,23,31,20040126,75,30,100.0,5967.0,Shipped
10227,23,50,20040302,27,26,100.0,3712.8,Shipped
10241,23,28,20040413,27,41,100.0,7597.3,Shipped
10280,23,76,20040817,2,26,100.0,3668.6,Shipped
10288,23,8,20040901,246,32,100.0,5875.2,Shipped
10302,23,63,20031006,87,43,100.0,7310.0,Shipped
10312,23,7,20041021,149,48,100.0,8078.4,Shipped
10331,23,17,20041117,149,44,74.04,3257.76,Shipped
10344,23,15,20041125,27,45,100.0,7650.0,Shipped
10367,23,91,20050112,149,37,100.0,4703.81,Resolved
10379,23,59,20050210,75,39,100.0,5399.55,Shipped
10407,23,46,20050422,149,76,100.0,14082.8,On Hold
10420,23,10,20050529,82,37,100.0,5283.6,In Process
10108,24,1,20030303,166,38,82.39,3130.82,Shipped
10122,24,80,20030508,27,43,72.38,3112.34,Shipped
10135,24,79,20030702,149,48,79.31,3806.88,Shipped
10147,24,79,20030905,149,26,82.39,2142.14,Shipped
10160,24,67,20031011,149,38,88.55,3364.9,Shipped
10170,24,13,20031104,226,20,63.14,1262.8,Shipped
10181,24,48,20031112,70,22,73.92,1626.24,Shipped
10192,24,78,20031120,149,45,90.86,4088.7,Shipped
10203,24,28,20031202,75,45,85.47,3846.15,Shipped
10212,24,56,20040116,75,20,66.99,1339.8,Shipped
10225,24,79,20040222,133,47,64.68,3039.96,Shipped
10239,24,73,20040412,12,46,73.92,3400.32,Shipped
10253,24,46,20040601,87,23,83.93,1930.39,Cancelled
10266,24,51,20040706,2,33,74.69,2464.77,Shipped
10278,24,50,20040806,149,29,90.86,2634.94,Shipped
10287,24,4,20040830,133,44,82.39,3625.16,Shipped
10300,24,14,20031004,202,41,92.4,3788.4,Shipped
10310,24,25,20041016,202,20,91.63,1832.6,Shipped
10321,24,47,20041104,149,37,78.54,2905.98,Shipped
10329,24,46,20041115,149,29,100.0,2954.81,Shipped
10342,24,39,20041124,82,55,65.45,3599.75,Shipped
10363,24,44,20050106,12,22,100.0,3686.54,Shipped
10377,24,67,20050209,12,31,67.76,2100.56,Shipped
10389,24,67,20050303,184,49,79.22,3881.78,Shipped
10405,24,72,20050414,27,61,73.92,4509.12,Shipped
10419,24,66,20050517,226,39,83.93,3273.27,Shipped
10109,25,17,20030310,149,38,100.0,4432.7,Shipped
10122,25,80,20030508,27,31,100.0,4100.99,Shipped
10136,25,91,20030704,27,36,100.0,5274.72,Shipped
10148,25,51,20030911,82,25,100.0,4232.0,Shipped
10161,25,94,20031017,224,48,100.0,6145.44,Shipped
10171,25,16,20031105,244,35,100.0,4680.2,Shipped
10181,25,48,20031112,70,21,100.0,3286.08,Shipped
10192,25,78,20031120,149,47,100.0,7421.3,Shipped
10204,25,50,20031202,149,38,100.0,6432.64,Shipped
10212,25,56,20040116,75,41,100.0,4840.87,Shipped
10226,25,74,20040226,149,24,100.0,3892.08,Shipped
10240,25,70,20040413,22,37,100.0,5526.32,Shipped
10253,25,46,20040601,87,33,100.0,4459.62,Cancelled
10266,25,51,20040706,2,49,100.0,6203.4,Shipped
10278,25,50,20040806,149,29,100.0,3754.05,Shipped
10287,25,4,20040830,133,24,100.0,3516.48,Shipped
10301,25,45,20031005,70,47,100.0,7488.04,Shipped
10310,25,25,20041016,202,24,100.0,3448.08,Shipped
10321,25,47,20041104,149,25,100.0,3734.0,Shipped
10331,25,17,20041117,149,30,32.47,974.1,Shipped
10342,25,39,20041124,82,22,100.0,3160.74,Shipped
10356,25,24,20041209,27,27,64.69,1746.63,Shipped
10366,25,65,20050110,24,34,100.0,4207.84,Shipped
10377,25,67,20050209,12,36,100.0,4352.76,Shipped
10390,25,69,20050304,149,34,43.05,1463.7,Shipped
10406,25,64,20050415,224,48,100.0,7169.28,Disputed
10419,25,66,20050517,226,34,100.0,4594.76,Shipped
10104,26,86,20030131,75,24,100.0,3457.92,Shipped
10115,26,41,20030404,149,46,100.0,7381.16,Shipped
10127,26,86,20030603,149,45,100.0,7146.9,Shipped
10141,26,41,20030801,12,39,100.0,5938.53,Shipped
10151,26,42,20030921,12,43,100.0,7110.91,Shipped
10165,26,77,20031022,246,29,100.0,5032.95,Shipped
10176,26,58,20031106,2,20,100.0,3667.6,Shipped
10184,26,82,20031114,75,46,100.0,7381.16,Shipped
10195,26,33,20031125,149,27,100.0,5128.11,Shipped
10207,26,39,20031209,149,44,100.0,7060.24,Shipped
10219,26,17,20040210,149,43,100.0,8448.64,Shipped
10230,26,29,20040315,202,49,100.0,7300.51,Shipped
10246,26,34,20040505,75,40,100.0,6549.2,Shipped
10259,26,24,20040615,246,30,100.0,5697.9,Shipped
10271,26,3,20040720,149,50,100.0,9169.0,Shipped
10282,26,61,20040820,149,23,100.0,3238.63,Shipped
10292,26,11,20040908,149,26,100.0,4554.94,Shipped
10305,26,64,20041013,149,27,100.0,3934.44,Shipped
10314,26,44,20041022,224,42,100.0,5776.26,Shipped
10324,26,92,20041105,149,47,100.0,7207.45,Shipped
10336,26,99,20041120,27,49,100.0,7460.74,Shipped
10349,26,79,20041201,149,38,100.0,6719.54,Shipped
10358,26,30,20041210,75,20,100.0,2428.0,Shipped
10371,26,28,20050123,149,25,100.0,2602.25,Shipped
10382,26,41,20050217,149,25,88.0,2200.0,Shipped
10412,26,10,20050503,75,41,100.0,6712.93,Shipped
10425,26,81,20050531,27,28,100.0,5318.04,In Process
10100,27,67,20030106,149,50,67.8,3390.0,Shipped
10110,27,27,20030318,87,32,50.25,1608.0,Shipped
10124,27,44,20030521,149,42,53.88,2262.96,Shipped
10149,27,35,20030912,149,24,62.36,1496.64,Shipped
10162,27,12,20031018,149,27,69.62,1879.74,Shipped
10173,27,34,20031105,2,26,57.51,1495.26,Shipped
10182,27,97,20031112,149,38,61.15,2323.7,Shipped
10193,27,37,20031121,82,42,59.33,2491.86,Shipped
10204,27,50,20031202,149,23,71.44,1643.12,Shipped
10214,27,31,20040126,75,21,62.96,1322.16,Shipped
10227,27,50,20040302,27,28,50.85,1423.8,Shipped
10241,27,28,20040413,27,33,72.65,2397.45,Shipped
10280,27,76,20040817,2,25,62.96,1574.0,Shipped
10288,27,8,20040901,246,28,61.75,1729.0,Shipped
10303,27,63,20041006,75,46,49.04,2255.84,Shipped
10312,27,7,20041021,149,30,61.15,1834.5,Shipped
10332,27,77,20041117,87,38,84.25,3201.5,Shipped
10344,27,15,20041125,27,40,56.91,2276.4,Shipped
10367,27,91,20050112,149,45,100.0,8884.8,Resolved
10379,27,59,20050210,75,27,49.3,1331.1,Shipped
10407,27,46,20050422,149,42,72.65,3051.3,On Hold
10420,27,10,20050529,82,36,63.57,2288.52,In Process
10104,28,86,20030131,75,29,100.0,3772.61,Shipped
10114,28,44,20030401,27,39,100.0,4164.42,Shipped
10127,28,86,20030603,149,45,100.0,6295.95,Shipped
10141,28,41,20030801,12,47,100.0,6287.66,Shipped
10151,28,42,20030921,12,49,100.0,5412.54,Shipped
10165,28,77,20031022,246,46,100.0,5984.14,Shipped
10175,28,85,20031106,87,48,100.0,5891.04,Shipped
10184,28,82,20031114,75,46,100.0,5984.14,Shipped
10195,28,33,20031125,149,35,100.0,3608.15,Shipped
10207,28,39,20031209,149,43,100.0,5752.54,Shipped
10229,28,29,20040311,149,26,100.0,3765.32,Shipped
10246,28,34,20040505,75,22,98.18,2159.96,Shipped
10259,28,24,20040615,246,34,99.41,3379.94,Shipped
10271,28,3,20040720,149,50,100.0,5093.5,Shipped
10281,28,69,20040819,149,48,100.0,5773.44,Shipped
10292,28,11,20040908,149,41,100.0,4528.86,Shipped
10305,28,64,20041013,149,36,100.0,4816.08,Shipped
10313,28,14,20041022,244,29,100.0,3416.78,Shipped
10324,28,92,20041105,149,33,37.48,1236.84,Shipped
10334,28,84,20041119,184,46,100.0,5814.86,On Hold
10349,28,79,20041201,149,38,100.0,5223.48,Shipped
10358,28,30,20041210,75,20,36.42,728.4,Shipped
10370,28,20,20050120,82,22,100.0,3949.0,Shipped
10383,28,9,20050222,75,27,100.0,3843.99,Shipped
10412,28,10,20050503,75,56,98.18,5498.08,Shipped
10425,28,81,20050531,27,38,99.41,3777.58,In Process
10101,29,76,20030109,202,25,100.0,3782.0,Shipped
10110,29,27,20030318,87,33,100.0,3859.68,Shipped
10124,29,44,20030521,149,42,100.0,4431.84,Shipped
10149,29,35,20030912,149,33,100.0,4950.33,Shipped
10162,29,12,20031018,149,38,100.0,4299.7,Shipped
10173,29,34,20031105,2,31,100.0,4492.83,Shipped
10182,29,97,20031112,149,20,100.0,2212.0,Shipped
10193,29,37,20031121,82,44,100.0,4642.88,Shipped
10204,29,50,20031202,149,26,100.0,3206.32,Shipped
10214,29,31,20040126,75,27,100.0,3604.23,Shipped
10227,29,50,20040302,27,46,100.0,7017.76,Shipped
10243,29,42,20040426,149,47,100.0,6154.18,Shipped
10280,29,76,20040817,2,37,100.0,4750.8,Shipped
10288,29,8,20040901,246,31,100.0,3822.92,Shipped
10304,29,36,20041011,27,24,100.0,2440.8,Shipped
10312,29,7,20041021,149,31,100.0,4729.36,Shipped
10322,29,98,20041104,149,50,100.0,12536.5,Shipped
10332,29,77,20041117,87,35,64.69,2264.15,Shipped
10344,29,15,20041125,27,30,100.0,3928.2,Shipped
10356,29,24,20041209,27,29,100.0,3630.22,Shipped
10367,29,91,20050112,149,27,100.0,4196.07,Resolved
10380,29,27,20050216,75,40,100.0,4931.6,Shipped
10390,29,69,20050304,149,31,98.99,3068.69,Shipped
10409,29,79,20050423,246,6,100.0,785.64,Shipped
10420,29,10,20050529,82,45,100.0,4977.0,In Process
10103,30,41,20030129,70,22,54.09,1189.98,Shipped
10114,30,44,20030401,27,45,68.67,3090.15,Shipped
10126,30,55,20030528,75,43,65.02,2795.86,Shipped
10140,30,45,20030724,149,46,61.99,2851.54,Shipped
10151,30,42,20030921,12,39,69.28,2701.92,Shipped
10165,30,77,20031022,246,31,71.1,2204.1,Shipped
10175,30,85,20031106,87,41,69.28,2840.48,Shipped
10184,30,82,20031114,75,44,60.16,2647.04,Shipped
10194,30,89,20031125,27,45,70.49,3172.05,Shipped
10207,30,39,20031209,149,37,69.89,2585.93,Shipped
10217,30,90,20040204,246,35,61.38,2148.3,Shipped
10229,30,29,20040311,149,28,59.55,1667.4,Shipped
10246,30,34,20040505,75,30,61.99,1859.7,Shipped
10259,30,24,20040615,246,30,49.22,1476.6,Shipped
10271,30,3,20040720,149,25,69.28,1732.0,Shipped
10281,30,69,20040819,149,29,57.73,1674.17,Shipped
10291,30,71,20040908,184,26,57.73,1500.98,Shipped
10305,30,64,20041013,149,41,53.48,2192.68,Shipped
10313,30,14,20041022,244,34,52.87,1797.58,Shipped
10322,30,98,20041104,149,35,61.21,2142.35,Shipped
10334,30,84,20041119,184,34,61.38,2086.92,On Hold
10347,30,90,20041129,82,50,100.0,6834.5,Shipped
10357,30,68,20041210,149,41,61.99,2541.59,Shipped
10370,30,20,20050120,82,22,96.86,2130.92,Shipped
10381,30,76,20050217,149,35,48.62,1701.7,Shipped
10391,30,20,20050309,82,44,38.5,1694.0,Shipped
10412,30,10,20050503,75,47,61.99,2913.53,Shipped
10425,30,81,20050531,27,19,49.22,935.18,In Process
10106,31,71,20030217,2,34,90.39,3073.26,Shipped
10120,31,50,20030429,82,29,71.81,2082.49,Shipped
10133,31,5,20030627,75,49,69.27,3394.23,Shipped
10145,31,44,20030825,149,30,85.32,2559.6,Shipped
10168,31,86,20031028,149,21,70.96,1490.16,Shipped
10210,31,5,20040112,22,50,76.88,3844.0,Shipped
10223,31,53,20040220,82,47,100.0,4724.91,Shipped
10235,31,18,20040402,244,24,76.03,1824.72,Shipped
10250,31,31,20040511,149,27,98.84,2668.68,Shipped
10263,31,77,20040628,149,33,86.17,2843.61,Shipped
10275,31,72,20040723,27,35,90.39,3163.65,Shipped
10284,31,55,20040821,70,31,71.81,2226.11,Shipped
10297,31,50,20040916,69,25,82.79,2069.75,Shipped
10308,31,75,20041015,149,27,82.79,2235.33,Shipped
10318,31,84,20041102,149,31,100.0,3116.43,Shipped
10327,31,47,20041110,224,45,100.0,4781.7,Resolved
10339,31,69,20041123,22,27,100.0,2810.7,Shipped
10353,31,19,20041204,149,27,100.0,3515.67,Shipped
10374,31,93,20050202,82,42,69.27,2909.34,Shipped
10386,31,76,20050301,75,21,74.77,1570.17,Resolved
10398,31,50,20050330,27,34,76.88,2613.92,Shipped
10401,31,33,20050403,149,42,76.03,3193.26,On Hold
10416,31,72,20050510,2,15,98.84,1482.6,Shipped
10107,32,9,20030224,149,29,70.87,2055.23,Shipped
10120,32,50,20030429,82,46,58.15,2674.9,Shipped
10134,32,66,20030701,27,30,61.78,1853.4,Shipped
10145,32,44,20030825,149,30,49.67,1490.1,Shipped
10159,32,44,20031010,149,42,51.48,2162.16,Shipped
10168,32,86,20031028,149,46,61.18,2814.28,Shipped
10180,32,9,20031111,27,25,64.2,1605.0,Shipped
10188,32,70,20031118,70,32,65.42,2093.44,Shipped
10201,32,21,20031201,149,30,64.81,1944.3,Shipped
10210,32,5,20040112,22,40,49.67,1986.8,Shipped
10223,32,53,20040220,82,28,60.57,1695.96,Shipped
10236,32,55,20040403,149,23,55.72,1281.56,Shipped
10251,32,74,20040518,149,29,61.18,1774.22,Shipped
10263,32,77,20040628,149,34,58.75,1997.5,Shipped
10275,32,72,20040723,27,37,63.6,2353.2,Shipped
10285,32,79,20040827,149,20,49.06,981.2,Shipped
10298,32,16,20040927,27,32,48.46,1550.72,Shipped
10308,32,75,20041015,149,34,52.09,1771.06,Shipped
10318,32,84,20041102,149,42,52.7,2213.4,Shipped
10329,32,46,20041115,149,38,100.0,5266.04,Shipped
10339,32,69,20041123,22,30,62.16,1864.8,Shipped
10362,32,37,20050105,149,23,49.67,1142.41,Shipped
10374,32,93,20050202,82,22,53.3,1172.6,Shipped
10389,32,67,20050303,184,39,100.0,6981.0,Shipped
10402,32,75,20050407,27,55,55.72,3064.6,Shipped
10417,32,65,20050513,75,36,61.18,2202.48,Disputed
10101,33,76,20030109,202,26,100.0,3773.38,Shipped
10110,33,27,20030318,87,31,100.0,5074.39,Shipped
10125,33,96,20030521,82,34,100.0,6483.46,Shipped
10139,33,9,20030716,82,41,100.0,7956.46,Shipped
10149,33,35,20030912,149,23,100.0,4230.62,Shipped
10162,33,12,20031018,149,48,100.0,7209.12,Shipped
10173,33,34,20031105,2,22,100.0,3452.68,Shipped
10182,33,97,20031112,149,21,100.0,3047.73,Shipped
10193,33,37,20031121,82,22,100.0,3675.32,Shipped
10205,33,91,20031203,75,40,100.0,7492.4,Shipped
10214,33,31,20040126,75,50,100.0,9534.5,Shipped
10227,33,50,20040302,27,29,100.0,5579.02,Shipped
10244,33,70,20040429,75,43,100.0,5950.34,Shipped
10255,33,67,20040604,27,24,100.0,3726.0,Shipped
10280,33,76,20040817,2,22,100.0,4455.0,Shipped
10289,33,27,20040903,70,43,100.0,8272.34,Shipped
10304,33,36,20041011,27,20,100.0,3577.6,Shipped
10312,33,7,20041021,149,25,100.0,3881.25,Shipped
10322,33,98,20041104,149,36,100.0,5797.44,Shipped
10332,33,77,20041117,87,24,52.67,1264.08,Shipped
10347,33,90,20041129,82,21,100.0,4815.3,Shipped
10356,33,24,20041209,27,30,100.0,4462.2,Shipped
10367,33,91,20050112,149,32,94.79,3033.28,Resolved
10380,33,27,20050216,75,21,47.18,990.78,Shipped
10390,33,69,20050304,149,26,78.11,2030.86,Shipped
10421,33,15,20050529,149,35,100.0,5433.75,In Process
10109,34,17,20030310,149,26,100.0,3157.44,Shipped
10123,34,72,20030520,27,46,100.0,5161.2,Shipped
10137,34,79,20030710,27,37,100.0,4346.76,Shipped
10148,34,51,20030911,82,27,100.0,3528.36,Shipped
10161,34,94,20031017,224,23,100.0,3187.8,Shipped
10172,34,45,20031105,149,39,100.0,6023.16,Shipped
10181,34,48,20031112,70,27,100.0,3884.76,Shipped
10192,34,78,20031120,149,38,100.0,4965.84,Shipped
10204,34,50,20031202,149,27,100.0,4169.88,Shipped
10212,34,56,20040116,75,40,100.0,4910.4,Shipped
10226,34,74,20040226,149,24,100.0,3231.36,Shipped
10241,34,28,20040413,27,44,100.0,6853.44,Shipped
10253,34,46,20040601,87,37,100.0,5177.04,Cancelled
10266,34,51,20040706,2,20,100.0,2824.8,Shipped
10278,34,50,20040806,149,39,100.0,4324.32,Shipped
10287,34,4,20040830,133,44,100.0,5052.96,Shipped
10301,34,45,20031005,70,22,100.0,3223.44,Shipped
10311,34,10,20041016,75,43,100.0,5278.68,Shipped
10321,34,47,20041104,149,27,100.0,2851.2,Shipped
10331,34,17,20041117,149,26,64.9,1687.4,Shipped
10343,34,45,20041124,27,25,52.32,1308.0,Shipped
10366,34,65,20050110,24,49,100.0,6144.6,Shipped
10379,34,59,20050210,75,29,100.0,5127.2,Shipped
10407,34,46,20050422,149,41,100.0,6386.16,On Hold
10419,34,66,20050517,226,55,100.0,7695.6,Shipped
10103,35,41,20030129,70,27,83.07,2242.89,Shipped
10112,35,83,20030324,184,23,100.0,2539.89,Shipped
10126,35,55,20030528,75,31,90.17,2795.27,Shipped
10139,35,9,20030716,82,46,100.0,5545.76,Shipped
10150,35,46,20030919,246,47,91.18,4285.46,Shipped
10163,35,23,20031020,149,31,100.0,3329.09,Shipped
10174,35,10,20031106,82,46,100.0,5592.22,Shipped
10183,35,56,20031113,149,37,89.15,3298.55,Shipped
10193,35,37,20031121,82,28,93.21,2609.88,Shipped
10206,35,7,20031205,244,37,90.17,3336.29,Shipped
10215,35,86,20040129,149,49,100.0,5510.05,Shipped
10228,35,83,20040310,149,24,100.0,2504.4,Shipped
10244,35,70,20040429,75,30,100.0,3525.6,Shipped
10257,35,68,20040614,149,50,88.14,4407.0,Shipped
10270,35,17,20040719,82,31,96.24,2983.44,Shipped
10280,35,76,20040817,2,46,100.0,5126.24,Shipped
10291,35,71,20040908,184,47,100.0,5713.79,Shipped
10304,35,36,20041011,27,46,100.0,4613.8,Shipped
10312,35,7,20041021,149,37,100.0,3711.1,Shipped
10322,35,98,20041104,149,33,100.0,3524.73,Shipped
10333,35,45,20041118,149,31,90.17,2795.27,Shipped
10347,35,90,20041129,82,48,100.0,4814.4,Shipped
10357,35,68,20041210,149,41,87.13,3572.33,Shipped
10369,35,78,20050120,149,42,100.0,4581.36,Shipped
10381,35,76,20050217,149,41,100.0,4319.76,Shipped
10391,35,20,20050309,82,32,45.25,1448.0,Shipped
10423,35,11,20050530,24,10,88.14,881.4,In Process
10103,36,41,20030129,70,35,57.46,2011.1,Shipped
10111,36,37,20030325,149,28,64.33,1801.24,Shipped
10126,36,55,20030528,75,46,73.7,3390.2,Shipped
10139,36,9,20030716,82,20,71.2,1424.0,Shipped
10150,36,46,20030919,246,30,49.97,1499.1,Shipped
10163,36,23,20031020,149,48,69.96,3358.08,Shipped
10173,36,34,20031105,2,28,53.72,1504.16,Shipped
10183,36,56,20031113,149,39,68.08,2655.12,Shipped
10193,36,37,20031121,82,24,51.84,1244.16,Shipped
10206,36,7,20031205,244,28,67.46,1888.88,Shipped
10215,36,86,20040129,149,31,58.71,1820.01,Shipped
10228,36,83,20040310,149,45,63.71,2866.95,Shipped
10244,36,70,20040429,75,24,58.09,1394.16,Shipped
10257,36,68,20040614,149,49,53.72,2632.28,Shipped
10269,36,18,20040716,226,32,63.08,2018.56,Shipped
10280,36,76,20040817,2,43,68.71,2954.53,Shipped
10291,36,71,20040908,184,37,50.59,1871.83,Shipped
10304,36,36,20041011,27,24,64.96,1559.04,Shipped
10312,36,7,20041021,149,35,53.72,1880.2,Shipped
10322,36,98,20041104,149,41,29.87,1224.67,Shipped
10332,36,77,20041117,87,26,100.0,2979.08,Shipped
10347,36,90,20041129,82,34,64.96,2208.64,Shipped
10357,36,68,20041210,149,49,70.58,3458.42,Shipped
10369,36,78,20050120,149,28,44.21,1237.88,Shipped
10381,36,76,20050217,149,40,68.08,2723.2,Shipped
10392,36,59,20050310,226,37,59.96,2218.52,Shipped
10423,36,11,20050530,24,31,53.72,1665.32,In Process
10106,37,71,20030217,2,41,83.44,3421.04,Shipped
10119,37,42,20030428,226,21,89.46,1878.66,Shipped
10130,37,80,20030616,149,40,96.34,3853.6,Shipped
10143,37,91,20030810,149,46,74.84,3442.64,Shipped
10155,37,38,20031006,12,44,79.14,3482.16,Shipped
10167,37,8,20031023,184,46,73.12,3363.52,Cancelled
10178,37,47,20031108,27,41,81.72,3350.52,Shipped
10186,37,80,20031114,87,32,89.46,2862.72,Shipped
10197,37,19,20031126,75,46,87.74,4036.04,Shipped
10209,37,47,20040109,149,28,100.0,2817.92,Shipped
10222,37,13,20040219,149,49,94.62,4636.38,Shipped
10248,37,69,20040507,149,21,73.98,1553.58,Cancelled
10262,37,81,20040624,75,32,84.3,2697.6,Cancelled
10273,37,34,20040721,24,34,98.06,3334.04,Shipped
10283,37,23,20040820,244,21,98.06,2059.26,Shipped
10296,37,18,20040915,202,21,96.34,2023.14,Shipped
10307,37,67,20041014,149,31,83.44,2586.64,Shipped
10316,37,95,20041101,87,21,94.62,1987.02,Shipped
10327,37,47,20041110,224,25,45.86,1146.5,Resolved
10338,37,86,20041122,24,28,82.58,2312.24,Shipped
10350,37,84,20041202,75,43,64.97,2793.71,Shipped
10373,37,71,20050131,12,22,86.74,1908.28,Shipped
10386,37,76,20050301,75,37,93.01,3441.37,Resolved
10398,37,50,20050330,27,28,72.26,2023.28,Shipped
10400,37,77,20050401,149,30,74.84,2245.2,Shipped
